"<b> Which of these is NOT a part of the internationalization and localization process?</b><br><ul><li>using a gettext function to wrap translatable strings when writing code</li><li>installing/using the WordPress Multilingual Plugin</li><li>using a tool like Poedit to parse source code and extract translatable strings into a POT file</li><li>translators translating the POT file into a PO file, one for each language</li></ul>","translators translating the POT file into a PO file, one for each language"
"<b> The REST API provides public data, which is accessible to any client anonymously, as well as private data available only after authentication. How could you ensure that no one can anonymously access site data via the REST API?</b><br><ul><li>Disable the REST API via the site's wp-config.php file.</li><li>Use the `rest_authentication_errors()` filter along with the `is_user_logged_in()` conditional to limit access to logged in users.</li><li>Use the `rest_authentication_errors()` filter along with cookie authentication to limit access to logged in users.</li><li>Use the Disable REST API plugin.</li></ul>",Use the Disable REST API plugin.
"<b> Which of these snippets represents a wrapper that calls jQuery safely and doesn't require repetitive use of the word ""jQuery""?</b><br><ul><li>.```<br>$.ready(function() {<br>// do stuff<br>});<br>```<br></li><li>.```<br>(function($) {<br>// do stuff<br>})( jQuery );<br>```<br></li><li>.```<br>$(function() {<br>// do stuff<br>});<br>```<br></li><li>.```<br>jQuery(function($) {<br>// do stuff<br>});<br>```<br></li></ul>",.```<br>$(function() {<br>// do stuff<br>});<br>```<br>
"<b> What is the correct order of parameters for the add_action() function?</b><br><ul><li>`add_action( 'example_hook', 'example_function', $accepted_args, $priority )`</li><li>`add_action( 'example_function', 'example_hook', $priority, $accepted_args )`</li><li>`add_action( 'example_hook', 'example_function', $priority, $accepted_args )`</li><li>`add_action( 'example_function', 'example_hook', $priority )`</li></ul>","`add_action( 'example_hook', 'example_function', $priority, $accepted_args )`"
"<b> You have a search bar on your site. You would like to use a `<label>` to make the word ""Search"" visible to screen readers, but you don't want to display the word ""Search"" on the screen. How can you accomplish this?</b><br><ul><li>Assign an ARIA state of ""hidden"" to the label, like this: `<label state=""hidden"">Search</label> <input type=""text"" name=""search"" id=""search"" />`</li><li>Use the built-in WordPress CSS class .screen-reader-text to hide the text from screen, like this: `<label class=""screen-reader-text"">Search</label> <input type=""text"" name=""search"" id=""search"" />`</li><li>Create a custom CSS class to set a large negative value to the text-indent property to hide the text off screen, like this: `<label class=""hide-this"">Search</label> <input type=""text"" name=""search"" id=""search"" />`</li><li>The majority of users do not require a screen reader. Remove the label entirely.</li></ul>","Use the built-in WordPress CSS class .screen-reader-text to hide the text from screen, like this: `<label class=""screen-reader-text"">Search</label> <input type=""text"" name=""search"" id=""search"" />`"
"<b> You might see this code in a WordPress plugin. What does it do?</b><br><br>```<br>if ( ! defined( 'ABSPATH' ) ) {<br>die;<br>}<br>```<br><br><ul><li>This is how WordPress detects a plugin's presence. This ensures that the plugin is running from the /wp-content/plugins/ directory. If it is not, the plugin should not run.</li><li>This is a way to prevent naming collisions. ABSPATH is the absolute path to the plugin's directory. If ABSPATH is defined by another WordPress plugin with the same directory slug, the plugin should not run.</li><li>This is a security measure. ABSPATH is the absolute path to the WordPress directory. If the file is called directly, ABSPATH will not be defined and therefore the plugin should not run.</li><li>This is a compatibility checker. ABSPATH is defined in WordPress core. The plugin checks that the minimum version of WordPress needed to support the plugin is installed. If it is not, the plugin should not run.</li></ul>","This is a way to prevent naming collisions. ABSPATH is the absolute path to the plugin's directory. If ABSPATH is defined by another WordPress plugin with the same directory slug, the plugin should not run."
<b> Which is a best practice for working with WordPress CSS?</b><br><ul><li>Use !important next to styles if they don't give you the result you want.</li><li>Use hyphens in class names.</li><li>Use spaces to indent each property.</li><li>Avoid CSS shorthand for proper documentation.</li></ul>,Use spaces to indent each property.
"<b> WordPress is translated, at least partially, in more than </b><br><ul><li>core</li><li>polyglots</li><li>accessibility</li><li>documentation</li></ul>",polyglots
<b> What is the difference between an action and a filter?</b><br><ul><li>Actions are used to add custom functions and remove WordPress functions. Filters are used to make strings translatable for localization.</li><li>Actions are used to add or remove code at runtime. Filters are used to modify data before it is either displayed in the browser or saved to the database.</li><li>Actions are used to assign values to variables at runtime. Filters are used to extract data from actions and display it in the browser.</li><li>Actions are used to add user-inputted data to the database. Filters are used to validate user-inputted data prior to adding it to the database.</li></ul>,Actions are used to add or remove code at runtime. Filters are used to modify data before it is either displayed in the browser or saved to the database.
"<b> If you activate or update a plugin and it breaks your site so that you cannot manage it via wp-admin, how can you disable the plugin?</b><br><ul><li>all of these answers</li><li>Access the WordPress install via WP-CLI. Run the following command: wp plugin deactivate offending-plugin.</li><li>Access site files via FTP and navigate to /wp-content/plugins/. Delete the folder of the plugin that you would like to disable or simply rename it.</li><li>Use phpMyAdmin to change the wp_options table's active_plugins option value to a:0:{}.</li></ul>",all of these answers
"<b> The WordPress REST API is designed to receive and respond to particular types of requests using basic HTML methods. For example, a request to upload a PHP file into a particular folder on a server might look like the code POST `/folder/_file.php`. Based on this code, what would you call /folder/\_file.php (in REST API terms)?</b><br><ul><li>schema</li><li>route</li><li>response</li><li>request</li></ul>",request
<b> Which WP-CLI command would you use to manage the capabilities of a user role?</b><br><ul><li>wp admin</li><li>wp manage</li><li>wp cap</li><li>wp role</li></ul>,wp role
<b> What technique would you use to secure data before rendering it to a user?</b><br><ul><li>escape and sanitize</li><li>validate and escape</li><li>validate and sanitize</li><li>escape and secure</li></ul>,validate and sanitize
"<b> If your WordPress site is seriously compromised, what is the best course of action to return your site to good health?</b><br><ul><li>Determine the date of the attack and restore your site to a backup point prior to that date.</li><li>Hire a third-party service to clean up your site because it is difficult for someone who is not a WordPress security expert to find and remove all traces of an attack.</li><li>Manually delete suspicious files on the server and delete any database tables that are not core WordPress.</li><li>Change your hosting password, your WordPress admin password, and your database password.</li></ul>","Hire a third-party service to clean up your site because it is difficult for someone who is not a WordPress security expert to find and remove all traces of an attack.<br><br>**Explanation**: It's not the cheapest, but it's the most reliable. Restoring the backup might not help if you have backdoor scripts installed outside of WP directory.<br>"
"<b> If you wanted to register a custom post type, which hook would you use?</b><br><ul><li>register_post_type</li><li>add_meta_box</li><li>wp_head</li><li>init</li></ul>",init
"<b> What is the role of a WordPress theme?</b><br><ul><li>controls colors, fonts, and page layouts</li><li>adds accessibility enhancements such as keyboard navigation and skip links</li><li>ensures a site is mobile responsive</li><li>all of these answers</li></ul>",all of these answers
<b> What is the core mission of WordPress?</b><br><ul><li>to make free software</li><li>to democratize publishing and the freedoms that come with open source</li><li>to make money</li><li>to encourage blogging</li></ul>,to make free software
<b> Which of the following is NOT a suggested security improvement for your WordPress website?</b><br><ul><li>The site should communicate with WordPress.org.</li><li>Remove inactive themes.</li><li>Do not output debug information.</li><li>WordPress updates are accomplished manually only.</li></ul>,WordPress updates are accomplished manually only.<br><br>**Explanation**: Communicating with WordPress.org is needed for detecting new versions.<br>
"<b> How can you add a custom script that needs to run only on the contact page of a site? The slug of the page is contact.</b><br><br>```<br>Link to the script directly from a template named page-contact.php using the get_header() template tag, like this:<br>get_header( '<script src=""/my-script.js""></script>' );<br>Use functions.php to conditionally load the script by hooking it to wp_enqueue_scripts(), like this:<br>add_action( 'wp_enqueue_scripts', 'load_scripts' );<br>function load_scripts() {<br>if ( is_page( 'contact' ) ) {<br>echo '<script src=""/my-script.js""></script>';<br>}<br>}<br>Use functions.php to conditionally load the script by hooking it to wp_enqueue_scripts(), like this:<br>add_action( 'wp_enqueue_scripts', 'load_scripts' );<br>function load_scripts() {<br>if ( is_page( 'contact' ) ) {<br>wp_enqueue_script( 'script', get_template_directory_uri() . '/script.js' );<br>}<br>}<br>```<br><br><ul><li>Link to the script directly from a template named page-contact.php, like this:</li><li><head></li><li><script src=""/my-script.js""></script></li><li></head></li></ul>",No answer found
<b> Where can you find the official WordPress documentation and usage guide?</b><br><ul><li>`support.wordpress.com`</li><li>`developer.wordpress.com`</li><li>`developer.wordpress.org`</li><li>`support.wordpress.org`</li></ul>,`developer.wordpress.org`
<b> How would you use CSS to ensure your theme was mobile responsive?</b><br><ul><li>Use CSS grid to create responsive layouts.</li><li>Use media queries to add breakpoints for different screen sizes.</li><li>Use Flexbox to create flexible page layouts.</li><li>all of these answers</li></ul>,Use media queries to add breakpoints for different screen sizes.
<b> The Block API enables developers to register custom blocks in themes or plugins. How would you register a custom block?</b><br><ul><li>Use the registerBlockName() function.</li><li>Use the createGutenBlock() function.</li><li>Use a block template.</li><li>Use the registerBlockType() function.</li></ul>,No answer found
"<b> Which software development principle, often used in WordPress, aims to reduce the repetition of code?</b><br><ul><li>RRR</li><li>WET</li><li>DRY</li><li>KISS`DRY(Don't Repeat Yourself)`<br></li></ul>",DRY
"<b> In a standard template file, how often does the WordPress Loop run?</b><br><ul><li>It runs once per post in the database.</li><li>It runs once.</li><li>The Loop doesn't run in template files.</li><li>It runs once per fetched post.</li></ul>",It runs once per fetched post.
<b> Which is NOT a suggested performance improvement for your WordPress website?</b><br><ul><li>The site should run the most recent version of WordPress.</li><li>Remove or inactivate unnecessary plugins.</li><li>UTF8 is supported.</li><li>Choose a very recent version of PHP.</li></ul>,"UTF8 is supported.<br><br>**Explanation**: New versions usually come with speed improvements. Inactivating plugins improves performance. By exclusion, it's UTF8.<br>"
"<b> On a regular WordPress install, what is the difference between transients and the object cache?</b><br><ul><li>Transients are persistent and write to the wp_options. The object cache persists only for the particular page load.</li><li>Transients are stored in the WordPress database. The object cache is stored on the server where the WordPress install is located.</li><li>Transients are available for the duration of a user session and apply to all page components. The object cache is available only for scripts.</li><li>Transients persist only for the particular page load. The object cache is persistent and writes to the wp_options table.</li></ul>",No answer found
<b> You can harden your WordPress site security by adding `__` to your wp-config.php file?</b><br><ul><li>database usernames and passwords</li><li>unique keys and salts</li><li>accessibility</li><li>documentation</li></ul>,unique keys and salts
"<b> According to WordPress PHP coding standards for inline comments, how would you write a single-line comment in a PHP document?</b><br><ul><li>`// This is a single line comment`</li><li>`/\* _ This is a single line comment._/`</li><li>`// This is a single line comment.`</li><li>`<!-- This is a single line comment -->`</li></ul>",`// This is a single line comment`
"<b> If you have pretty permalinks enabled on a WordPress site, the REST API index is exposed by appending what to the end of the site URL? (for example, http://example.com/answer/) Note that the index provides information regarding which routes are available for that particular WordPress install.</b><br><ul><li>`http://example.com/wp-json/`</li><li>`http://example.com/wp-admin/`</li><li>`http://example.com/wp-rest/`</li><li>`http://example.com/wp-rest-api/`</li></ul>",`http://example.com/wp-json/`
<b> What is the process of marking the code you write so that it is ready for translation?</b><br><ul><li>internationalization</li><li>localization</li><li>translation</li><li>using GlotPress</li></ul>,internationalization<br><br>**Explanation**: Localization and translation are synonyms for submitting language-specific translation. GlotPress is just a Wordpress plugin.<br>
"<b> In your wp-config.php file, you've added the following line of code. What does it do?</b><br><br>`define( 'DISALLOW_FILE_EDIT', true );`<br><br><ul><li>prevents any non-admin user from directly editing theme or plugin files</li><li>disables the theme and plugin editor in the WordPress admin</li><li>disables the ability to edit core WordPress files from either within the WordPress admin or via direct file access</li><li>sets read-only permissions on all files in the WordPress install</li></ul>",disables the theme and plugin editor in the WordPress admin<br><br>**Explanation**: [More WordPress Security: Disallow File Edit Setting In WordPress](https://www.icontrolwp.com/blog/more-wordpress-security-disallow-file-edit-setting-wordpress/). Setting all files to read-only would make auto-updates impossible.<br>
<b> Which of the following must have underlined links in order to meet WCAG </b><br><ul><li>links on images</li><li>links in user interface controls</li><li>links in a nav bar</li><li>links in paragraph text</li></ul>,links in paragraph text
<b> In which of the following ways might you contribute to the WordPress community by testing?</b><br><ul><li>user testing</li><li>all of these answers</li><li>beta testing</li><li>automated testing</li></ul>,all of these answers
<b> WordPress is an open-source software licensed under the GPL. This means that `__`.</b><br><ul><li>derivative works must also be licensed as GPL</li><li>all of these answers</li><li>the software is free to use</li><li>the software is free to modify</li></ul>,all of these answers
"<b> Review of the HTML on line</b><br><br>```<br><input type=""text"" id=""title"" name=""title"" /><br>$title = $_POST[ 'title' ];<br>```<br><br><ul><li>The code sample does not use the GET method. It should be wrapped in the `get_post_field()` function and look like this `$title = get_post_field( $GET[ 'title' ] );`</li><li>The code sample does not use sanitize the form data. It should use the `sanitize_text_field()` function and look like this: `$title = sanitize_text_field( $_POST[ 'title' ] );`</li><li>There is no error. The code follows WordPress best practices.</li><li>The code sample does not allow for translation. It should use a translation function and look like this: `$title = __( $_POST[ 'title' ];`</li></ul>",The code sample does not use sanitize the form data. It should use the `sanitize_text_field()` function and look like this: `$title = sanitize_text_field( $_POST[ 'title' ] );`<br><br>[Ref](https://hazimhassan.com/linkedin-wordpress-assessment-answers-2021/)<br>
<b> Which of these CSS classs naming convention is correct according to WordPress CSS Coding Standards?</b><br><ul><li>`.selector-name`</li><li>`.selector_name`</li><li>`.selectorName`</li><li>`div.selector_name`</li></ul>,`.selector_name`
<b> Which folder in a WordPress install is not affected by an automatic WordPress update?</b><br><ul><li>`/wp-admin`</li><li>`root`</li><li>`/wp-content`</li><li>`/wp-includes`</li></ul>,`root`
<b> What are transients?</b><br><ul><li>short database queries</li><li>a way to cache information</li><li>plugins used for quick debugging</li><li>post draft stored in the database</li></ul>,a way to cache information<br><br>**Explanation**: [Transients](https://developer.wordpress.org/apis/handbook/transients/)<br>
"<b> If you wanted to debug some JavaScript, which method would you use to display data in your browser console?</b><br><ul><li>`windows.alert()`</li><li>`console.log()`</li><li>`document.write()`</li><li>`innerHTML`</li></ul>",`console.log()`
"<b> On a webpage, there are frequently navigation links, a search bar, or other elements that appear before the main content. For keyborad and screen reader users, it can be frustrating to get to the main content of a page because they have to tab through all these elements on every new page load. What can you add to a site to fix this?</b><br><ul><li>collapsible menus</li><li>infinite scroll</li><li>skip links</li><li>tabbed navigation</li></ul>",collapsible menus
<b> What user role would you assign to someone so they can write and publish only their posts and no one else's?</b><br><ul><li>Contributor</li><li>Author</li><li>Editor</li><li>Subscriber</li></ul>,Author<br><br>**Explanation**: [Summary of Roles](https://wordpress.org/support/article/roles-and-capabilities/#summary-of-roles)<br>
<b> When should you edit core WordPress files?</b><br><ul><li>when there is no plugin available to make a customization you need</li><li>when you need to add a custom page template</li><li>when you need to add a custom script to the header or footer of every page in a site</li><li>You should never edit WordPress core.</li></ul>,You should never edit WordPress core.<br><br>**Explanation**: It is not recommended to change WordPress core files other than wp-config.php. [Editing Files Offline](https://wordpress.org/support/article/editing-files/#editing-files-offline)<br>
<b> Which Wordpress conditional would you use to determine if you were on a single page?</b><br><ul><li>is_archive()</li><li>is_page()</li><li>is_page_template()</li><li>is_single()</li></ul>,is_single()<br><br>[Ref](https://developer.wordpress.org/reference/functions/is_single/)<br>
"<b> Wordpress core and many plugins store data in the database in a special format as represented by the sample below. What format is this called?</b><br><br>`a:2:{i:0;s:27:""ari-adminer/ari-adminer.php"";i:1;s:30:""atomic-blocks/atomicblocks.php"";}`<br><br><ul><li>value</li><li>serialized data</li><li>PHP array</li><li>text array</li></ul>",serialized data<br><br>[Ref](https://wpengine.com/support/wordpress-serialized-data/)<br>
"<b> What is this code sample an example of?</b><br><br>```<br><?php<br>if ( have_posts() ) : while ( have_posts() ) : the_post();<br>the_content();<br>endwhile;<br>else :<br>_e( 'Sorry, no posts matched your criteria.', 'textdomain' );<br>endif;<br>```<br><br><ul><li>custom query</li><li>template tags</li><li>the Loop</li><li>nested loop</li></ul>",the Loop
<b> Which of these are the minimum files required to make a child theme?</b><br><ul><li>index.php functions.php</li><li>index.php style.css script.js</li><li>functions.php style.css script.js</li><li>functions.php style.css</li></ul>,functions.php style.css<br><br>[Ref](https://kinsta.com/blog/wordpress-child-theme/)<br>
<b> You can harden your Wordpress site security by adding **\_** to your wp-config.php file?</b><br><ul><li>hashes and reCAPTCHA</li><li>database username and passwords</li><li>custom action hooks and filters</li><li>unique keys and salts</li></ul>,unique keys and salts<br><br>[Ref](https://www.malcare.com/blog/how-to-secure-your-wordpress-site-with-wp-config-php/)<br>
"<b> In the WordPress template hierarchy, which file could not be used to display an archive?</b><br><ul><li>`archive.php`</li><li>`index.php`</li><li>`page.php`</li><li>`category.php`</li></ul>",`index.php`<br><br>[Reference](https://developer.wordpress.org/themes/basics/template-hierarchy/)<br>
"<b> Why can't you modify the query in a template page?</b><br><ul><li>The query can only be run inside the Loop.</li><li>You can modify the query in a template page if you use `pre_get_posts()`.</li><li>According to WordPress best practices, the query should only be modified in `functions.php`.</li><li>Due to execution order, the query has already run by the time a template is loaded.</li></ul>",You can modify the query in a template page if you use `pre_get_posts()`.<br><br>[Reference](https://webcraft.tools/how-to-modify-the-main-wordpress-query/)<br>
"<b> For the majority of modern themes, what is the standard method used to customize various details of site appearance and features, such as changing the site description or adding a logo and favicons?</b><br><ul><li>WordPress settings</li><li>Customizer</li><li>wp-config.php</li><li>Theme settings</li></ul>",Customizer<br><br>[Reference](https://wordpress.org/support/article/creating-a-favicon/)<br>
"<b> How would you write a text string containing ""Hello World!"" in a way that makes it possible for someone else to translate the string into a different language?</b><br><ul><li>`apply_filters( 'Hello World!', 'mytextdomain' );`</li><li>`esc_html( 'Hello World!', 'mytextdomain' );`</li><li>`$string = ""Hello World!"";`</li><li>`__( 'Hello World!', 'mytextdomain' );`</li></ul>","`__( 'Hello World!', 'mytextdomain' );`<br><br>[Reference](https://wordpress.stackexchange.com/questions/231685/how-to-get-a-translated-string-from-a-language-other-than-the-current-one)<br>"
"<b> Which of these are best practices in accessibility?</b><br><ul><li>Do not skip heading levels.</li><li>Be sure there is proper color contrast between background and text.</li><li>If an activity can be completed with a mouse, it must also be accessible by keyboard.</li><li>all of these answers</li></ul>",all of these answers
"<b> JavaScript variables can hold many data types. Which data type does the following variable represent?</b><br><br>`var x = ""16""`<br><br><ul><li>Boolean</li><li>Number</li><li>String</li><li>Object</li></ul>",String<br><br>[Reference](https://www.w3schools.com/js/js_datatypes.asp)<br>
<b> You would use a post instead of a page when the content is **\_**.</b><br><ul><li>for a top-level menu item</li><li>nested (has a parent/child relationship with another piece of content)</li><li>when the content is part of a blog.</li><li>evergreen</li></ul>,when the content is part of a blog.
"<b> The WordPress block editor contains a number of default blocks, including blocks for paragraphs, images, quotes, and shortcode. Blocks are grouped into categories to help users browse and discover them. Which is not a category provided by WordPress core?</b><br><ul><li>formatting</li><li>widgets</li><li>layout</li><li>shortcodes</li></ul>",shortcodes
<b> What service is used to manage user profile photos across any WordPress site?</b><br><ul><li>Gravatar</li><li>WordPress.org</li><li>None. Just upload a profile photo from your site user account.</li><li>Profile Photo plugin</li></ul>,Gravatar
<b> Which is not a benefit of DRY code?</b><br><ul><li>The code can be reused.</li><li>The code is less abstracted.</li><li>The code is easier to read.</li><li>The code is easier to maintain.</li></ul>,The code is less abstracted.
<b> Which of these does not impact your site speed?</b><br><ul><li>caching</li><li>your web host</li><li>inactive plugins</li><li>content delivery network (CDN)</li></ul>,inactive plugins
